Theta,Alpha,Low_beta,High_beta,Gamma
94.05275331,8.814098478,6.076862383,13.81284573,35.15213725
40.54129517,14.26614582,5.391233283,14.23983557,35.17147012
37.94713195,6.561761516,4.351421793,14.60308211,25.80154388
35.72028516,13.75791014,12.53418057,12.63865399,35.42353867
49.5441014,8.833351089,14.73135159,24.27043989,59.12911738
94.05275331,8.814098478,6.076862383,13.81284573,35.15213725
27.52167404,24.16621059,4.714481894,14.46986003,30.65780812
32.68867055,15.74016171,4.764125382,13.71629123,24.18379947
35.23130339,12.94864915,11.76629072,7.19719762,28.55718381
44.51655044,15.58233161,9.261138213,27.85903677,70.92957506
72.75096466,13.51969029,5.656789347,14.00887886,30.61320461
27.52167404,24.16621059,4.714481894,14.46986003,30.65780812
32.68867055,15.74016171,4.764125382,13.71629123,24.18379947
35.23130339,12.94864915,11.76629072,7.19719762,28.55718381
44.51655044,15.58233161,9.261138213,27.85903677,70.92957506
72.75096466,13.51969029,5.656789347,14.00887886,30.61320461
27.52167404,24.16621059,4.714481894,14.46986003,30.65780812
32.68867055,15.74016171,4.764125382,13.71629123,24.18379947
35.23130339,12.94864915,11.76629072,7.19719762,28.55718381
44.51655044,15.58233161,9.261138213,27.85903677,70.92957506
72.75096466,13.51969029,5.656789347,14.00887886,30.61320461
27.52167404,24.16621059,4.714481894,14.46986003,30.65780812
32.68867055,15.74016171,4.764125382,13.71629123,24.18379947
35.23130339,12.94864915,11.76629072,7.19719762,28.55718381
44.51655044,15.58233161,9.261138213,27.85903677,70.92957506
72.75096466,13.51969029,5.656789347,14.00887886,30.61320461
27.52167404,24.16621059,4.714481894,14.46986003,30.65780812
32.68867055,15.74016171,4.764125382,13.71629123,24.18379947
35.23130339,12.94864915,11.76629072,7.19719762,28.55718381
44.51655044,15.58233161,9.261138213,27.85903677,70.92957506
72.75096466,13.51969029,5.656789347,14.00887886,30.61320461
20.67982381,15.26685235,5.447520326,20.16270238,26.76749373
28.83152623,12.97169349,5.329748594,16.92089692,21.41835493
21.83602433,14.61767578,9.840030134,19.92724643,30.67745306
35.84219246,18.25704194,8.041971947,30.97727016,71.24635916
27.8901213,12.52426405,5.942588618,20.0344188,26.48640996
20.67982381,15.26685235,5.447520326,20.16270238,26.76749373
28.83152623,12.97169349,5.329748594,16.92089692,21.41835493
21.83602433,14.61767578,9.840030134,19.92724643,30.67745306
35.84219246,18.25704194,8.041971947,30.97727016,71.24635916
27.8901213,12.52426405,5.942588618,20.0344188,26.48640996
20.67982381,15.26685235,5.447520326,20.16270238,26.76749373
28.83152623,12.97169349,5.329748594,16.92089692,21.41835493
21.83602433,14.61767578,9.840030134,19.92724643,30.67745306
35.84219246,18.25704194,8.041971947,30.97727016,71.24635916
27.8901213,12.52426405,5.942588618,20.0344188,26.48640996
20.67982381,15.26685235,5.447520326,20.16270238,26.76749373
28.83152623,12.97169349,5.329748594,16.92089692,21.41835493
21.83602433,14.61767578,9.840030134,19.92724643,30.67745306
